gen,nevals,avg,std,min,max,bestFit
89,442,133092002.0,13021116.891188558,58128000.0,139650000.0,640000.0
90,462,132972820.0,13800219.782438248,58422000.0,139650000.0,640000.0
91,445,132808506.0,13979995.959440188,9963000.0,140784000.0,640000.0
92,455,132324272.0,14760438.572820796,41730000.0,140784000.0,640000.0
93,444,132405268.0,13257469.331519345,58590000.0,140784000.0,640000.0
94,448,132598502.0,13589332.051502606,33144000.0,140784000.0,640000.0
95,461,132447390.0,14057642.526465809,58380000.0,140784000.0,640000.0
96,459,132549472.0,14083132.437253298,9972000.0,139356000.0,640000.0
97,469,133718064.0,11683080.703132372,58359000.0,138894000.0,640000.0
98,461,132659088.0,15048987.9465782,9972000.0,140784000.0,640000.0
99,462,133351032.0,12994547.594086375,6648000.0,139020000.0,640000.0
100,456,132931748.0,13419831.812377382,58128000.0,138768000.0,640000.0
0,500,20732510.0,13233022.385301854,822000.0,73152000.0,640000.0
1,461,28453488.0,15778561.50293353,1324000.0,89810000.0,640000.0
2,450,35089490.0,18369423.67277482,1281000.0,124264000.0,640000.0
3,460,42500528.0,21023040.487836577,898000.0,124264000.0,640000.0
4,462,48328714.0,23085985.724595,1151000.0,126112000.0,640000.0
5,463,56512558.0,23554348.158984065,1615000.0,126112000.0,640000.0
6,448,61615286.0,23791026.429731946,5600000.0,138719000.0,640000.0
7,448,68541536.0,25573684.225013494,6036000.0,138719000.0,640000.0
8,461,75118740.0,26682350.24161852,2533000.0,138523000.0,640000.0
9,427,81210686.0,27541635.06328925,9453000.0,158984000.0,640000.0
10,455,86425874.0,27548413.45308517,10194000.0,158984000.0,640000.0
11,462,95326456.0,26599496.486363497,11574000.0,157472000.0,640000.0
12,462,99948670.0,24344293.387344394,7800000.0,157472000.0,640000.0
13,458,103773116.0,25689567.180911086,8721000.0,158984000.0,640000.0
14,445,108669976.0,24381095.328705475,5504000.0,158984000.0,640000.0
15,454,110126924.0,24152730.573213127,9348000.0,158984000.0,640000.0
16,445,113626212.0,22755785.514261115,10119000.0,158984000.0,640000.0
17,458,115713752.0,23108674.624705244,9348000.0,158984000.0,640000.0
18,469,117508594.0,21759702.19844849,15444000.0,158984000.0,640000.0
19,449,118642168.0,22983327.064195383,3852000.0,158984000.0,640000.0
20,452,120446070.0,18933662.927312825,10002000.0,158984000.0,640000.0
21,472,122042806.0,20323505.775538925,3623000.0,158984000.0,640000.0
22,457,123005800.0,20431499.20118443,8958000.0,158984000.0,640000.0
23,476,122210998.0,23488645.249524206,10083000.0,158984000.0,640000.0
24,463,123581850.0,21548594.29196021,3616000.0,158984000.0,640000.0
25,459,124102930.0,20948730.11141964,9996000.0,158984000.0,640000.0
26,459,125266754.0,18826893.650878366,10065000.0,158984000.0,640000.0
27,450,126189448.0,18984096.19611363,10002000.0,158984000.0,640000.0
28,459,127505558.0,20274359.671433177,9189000.0,158984000.0,640000.0
29,450,128220184.0,21361471.007918533,6678000.0,158984000.0,640000.0
30,446,127681508.0,20445774.84161302,10002000.0,158984000.0,640000.0
31,462,130261348.0,19292230.348793164,9267000.0,158984000.0,640000.0
32,459,129535310.0,21147612.575747173,5600000.0,158984000.0,640000.0
33,456,130286716.0,19021839.73245869,15408000.0,158984000.0,640000.0
34,442,130081900.0,17739945.398168508,9984000.0,158984000.0,640000.0
35,442,130514374.0,18420188.644368548,9984000.0,158984000.0,640000.0
36,451,132591734.0,17221884.364007443,6654000.0,158984000.0,640000.0
37,457,132668824.0,18122689.836473614,9957000.0,158984000.0,640000.0
38,448,132411138.0,18145127.39021019,3866000.0,158984000.0,640000.0
39,469,132780004.0,15602296.74297935,60936000.0,158984000.0,640000.0
40,444,133488828.0,18281968.032638498,6642000.0,158984000.0,640000.0
41,449,133247384.0,18765087.050278876,6668000.0,158984000.0,640000.0
42,451,134068030.0,16041871.71264937,17600000.0,158984000.0,640000.0
43,460,132690458.0,16868512.703858513,15492000.0,158984000.0,640000.0
44,452,134326006.0,17710409.977579962,6632000.0,158984000.0,640000.0
45,443,135985076.0,16435196.8012015,19260000.0,158984000.0,640000.0
46,451,135608008.0,16541423.17927741,13360000.0,158984000.0,640000.0
47,457,135988244.0,17799629.229747005,10065000.0,158984000.0,640000.0
48,447,136878534.0,16990354.122408517,10065000.0,158984000.0,640000.0
49,438,137165548.0,18904983.2040046,6636000.0,158984000.0,640000.0
50,436,137846438.0,19482041.712668516,7716000.0,158984000.0,640000.0
51,470,136444830.0,23556985.94169254,5656000.0,158984000.0,640000.0
52,452,136813452.0,21192219.209976476,13328000.0,158984000.0,640000.0
53,454,138619548.0,18914104.941225637,15464000.0,158984000.0,640000.0
54,454,140664004.0,18212380.98942541,15464000.0,158984000.0,640000.0
55,460,139394588.0,20142888.80479302,6656000.0,158984000.0,640000.0
56,461,139094610.0,20791381.826465987,3852000.0,158984000.0,640000.0
57,462,140242174.0,19165890.71261036,19275000.0,158984000.0,640000.0
58,450,140768978.0,19280230.064019363,2797000.0,158984000.0,640000.0
59,458,141200090.0,19051125.64553339,13308000.0,158984000.0,640000.0
60,460,141871106.0,19496568.13182166,15464000.0,158984000.0,640000.0
61,443,142474390.0,20695850.96858547,16605000.0,158984000.0,640000.0
62,456,143501794.0,20949393.87561282,5610000.0,158984000.0,640000.0
63,462,144825544.0,19996075.750708286,16535000.0,158984000.0,640000.0
64,459,145944984.0,18004706.02080867,2839000.0,158984000.0,640000.0
65,442,144583320.0,19802432.674739737,6678000.0,158984000.0,640000.0
66,461,144626614.0,22087515.016067427,15464000.0,158984000.0,640000.0
67,466,146851416.0,18597208.362841558,5678000.0,158984000.0,640000.0
68,458,148530546.0,15628077.691126443,58905000.0,158984000.0,640000.0
69,464,148532866.0,16629578.099640531,58905000.0,158984000.0,640000.0
70,457,148793486.0,16953113.50689908,26528000.0,158984000.0,640000.0
71,455,148911566.0,17744596.73741965,15464000.0,158984000.0,640000.0
72,445,149460822.0,17934334.54919128,22376000.0,158984000.0,640000.0
73,467,150265386.0,17562507.407685388,58674000.0,158984000.0,640000.0
74,449,151148448.0,17092147.95440573,15492000.0,158984000.0,640000.0
75,455,152880944.0,15500593.6055644,15492000.0,158984000.0,640000.0
76,460,153534478.0,14247021.28479901,58737000.0,158984000.0,640000.0
77,439,153263648.0,14127149.765897436,58737000.0,158984000.0,640000.0
78,466,153003820.0,14975664.856947087,59619000.0,158984000.0,640000.0
79,449,152856772.0,17969454.947883535,5610000.0,158984000.0,640000.0
80,452,153463646.0,15010824.578839231,58611000.0,158984000.0,640000.0
81,465,151847198.0,18350675.273972783,13356000.0,158984000.0,640000.0
82,459,152224670.0,17126687.752192486,33600000.0,158984000.0,640000.0
83,445,152064464.0,18407163.250775605,5678000.0,158984000.0,640000.0
84,461,153098300.0,14142105.699435286,59052000.0,158984000.0,640000.0
85,447,153326168.0,14014252.270876816,8415000.0,158984000.0,640000.0
86,450,153090380.0,15890423.103227932,5594000.0,158984000.0,640000.0
87,453,152971720.0,16310585.323206522,13492000.0,158984000.0,640000.0
88,451,153493582.0,15279399.465662124,22376000.0,158984000.0,640000.0
89,434,152139064.0,18260372.102120593,5678000.0,158984000.0,640000.0
90,458,151782136.0,19166292.770734355,9996000.0,158984000.0,640000.0
91,446,153288752.0,14335697.227916611,58737000.0,158984000.0,640000.0
92,453,152992872.0,15132705.930520687,32368000.0,158984000.0,640000.0
93,459,152739490.0,16767424.306252288,5610000.0,158984000.0,640000.0
94,459,152417658.0,16062101.388580387,58800000.0,158984000.0,640000.0
95,441,152172664.0,17175873.394011263,10017000.0,158984000.0,640000.0
96,457,152221398.0,17382319.271247897,34068000.0,158984000.0,640000.0
97,461,153508578.0,13151982.642929392,58737000.0,158984000.0,640000.0
98,455,153312210.0,15279218.695401281,8415000.0,158984000.0,640000.0
99,446,152740592.0,17555803.12129115,5610000.0,158984000.0,640000.0
100,449,154046214.0,12870083.801599896,58611000.0,158984000.0,640000.0
0,500,20082716.0,12654019.934208417,775000.0,83454000.0,640000.0
1,452,28031272.0,15576403.845497074,1612000.0,82936000.0,640000.0
2,450,34655246.0,18342978.81145492,1588000.0,100422000.0,640000.0
3,438,41677368.0,19771452.76201463,1830000.0,113505000.0,640000.0
4,460,48983158.0,21067729.952442337,1736000.0,118692000.0,640000.0
5,464,56233714.0,23761084.302535605,1393000.0,121835000.0,640000.0
6,458,61339902.0,24109180.688949097,4062000.0,124411000.0,640000.0
7,463,66629814.0,24518272.382763922,6148000.0,136171000.0,640000.0
8,464,73155314.0,25637448.73912777,3087000.0,139272000.0,640000.0
9,453,78834752.0,26482473.571373504,7680000.0,139272000.0,640000.0
10,457,83846134.0,25097481.32542475,3373000.0,140910000.0,640000.0
11,440,89200810.0,25901937.053932857,2035000.0,139307000.0,640000.0
12,438,93959722.0,25705691.710528158,2865000.0,140910000.0,640000.0
13,435,98758648.0,25159903.072152246,12252000.0,140910000.0,640000.0
14,442,103535604.0,26393803.579309747,5712000.0,155960000.0,640000.0
15,460,108077046.0,25679327.857634515,9288000.0,157976000.0,640000.0
16,456,111402388.0,24328867.818487898,11583000.0,157976000.0,640000.0
17,448,112979566.0,24275429.513432797,5648000.0,155680000.0,640000.0
18,451,116018934.0,22178531.19901415,15528000.0,140910000.0,640000.0
19,462,117129372.0,20938980.213219937,5686000.0,155680000.0,640000.0
20,455,118486276.0,20899432.4944919,9198000.0,157864000.0,640000.0
21,463,120054386.0,23123436.85469364,9198000.0,157864000.0,640000.0
22,455,123304968.0,20091212.657153774,6142000.0,140910000.0,640000.0
23,449,123816424.0,18787759.54349597,15600000.0,157864000.0,640000.0
24,470,125071574.0,20676501.533395927,13324000.0,140910000.0,640000.0
25,456,126130036.0,18383214.35469608,15444000.0,140910000.0,640000.0
26,463,127692562.0,17681913.0939544,6732000.0,140910000.0,640000.0
27,464,127594768.0,18084610.050044652,5736000.0,140910000.0,640000.0
28,456,129056650.0,17867071.48078554,9234000.0,140910000.0,640000.0
29,462,130969062.0,14907340.009477077,6632000.0,140910000.0,640000.0
30,456,131767446.0,12699562.10391067,15444000.0,140910000.0,640000.0
31,459,130821344.0,16169401.889422627,6692000.0,140910000.0,640000.0
32,450,131969206.0,12013502.55419143,11619000.0,140910000.0,640000.0
33,443,130168114.0,19548034.88080078,7800000.0,140910000.0,640000.0
34,469,131124138.0,17880731.710837673,7710000.0,140910000.0,640000.0
35,447,132733020.0,13494306.270557223,6638000.0,140910000.0,640000.0
36,464,131894018.0,16970463.379226744,3866000.0,140910000.0,640000.0
37,454,132034948.0,16141216.979933577,7722000.0,140910000.0,640000.0
38,465,133690558.0,10284321.948608765,7704000.0,140910000.0,640000.0
39,447,133346720.0,13023904.539177181,7722000.0,140910000.0,640000.0
40,455,133451294.0,14522283.622749006,3852000.0,140910000.0,640000.0
41,449,133124452.0,14523929.662584297,11700000.0,140910000.0,640000.0
42,451,134194984.0,10125778.474751657,9930000.0,140910000.0,640000.0
43,469,133658832.0,13134455.91594018,10065000.0,140910000.0,640000.0
44,469,134782394.0,7672904.869132942,92680000.0,140910000.0,640000.0
45,455,134476554.0,11830695.876028763,7722000.0,140910000.0,640000.0
46,452,133855466.0,14197821.222738508,9984000.0,140910000.0,640000.0
47,451,133593476.0,14536917.704569425,13420000.0,140910000.0,640000.0
48,449,133281428.0,16819335.668831155,3852000.0,140910000.0,640000.0
49,461,134430178.0,12569469.695508877,15444000.0,140910000.0,640000.0
50,455,133467454.0,14330072.596462447,7722000.0,140910000.0,640000.0
51,448,133951654.0,13584988.881198395,11565000.0,140910000.0,640000.0
52,459,133905024.0,14453742.073228788,9963000.0,140910000.0,640000.0
53,459,134420200.0,12460068.355671247,15464000.0,140910000.0,640000.0
54,450,133971644.0,14922124.546634236,6632000.0,140910000.0,640000.0
55,450,134806798.0,11233545.064724492,3873000.0,140910000.0,640000.0
56,453,135276626.0,10693785.272302974,3873000.0,140910000.0,640000.0
57,445,134837612.0,11878919.319595365,7722000.0,140910000.0,640000.0
58,439,135881668.0,8599948.30273857,15408000.0,140910000.0,640000.0
59,462,136058028.0,7720392.256823224,15444000.0,140910000.0,640000.0
60,445,135156168.0,12996520.393388994,3852000.0,140910000.0,640000.0
61,461,134098236.0,17055849.88572261,6632000.0,140910000.0,640000.0
62,451,134661440.0,14540682.432073124,9921000.0,140910000.0,640000.0
63,467,134622718.0,14899760.74500782,13252000.0,140910000.0,640000.0
64,460,135029406.0,14162097.382561808,7704000.0,140910000.0,640000.0
65,448,135323294.0,13017543.538454711,6632000.0,140910000.0,640000.0
66,449,135950130.0,9824535.078317955,11598000.0,140910000.0,640000.0
67,452,135046670.0,14085077.623680318,6668000.0,140910000.0,640000.0
68,459,135933774.0,7694780.200559597,15528000.0,140910000.0,640000.0
69,470,135225786.0,12767964.38576659,9939000.0,140910000.0,640000.0
70,467,136128198.0,8842774.83411152,15492000.0,140910000.0,640000.0
71,456,136156646.0,8471639.61395219,15444000.0,140910000.0,640000.0
72,442,136027512.0,10627830.13196278,7722000.0,140910000.0,640000.0
73,458,136176532.0,8959479.225991653,15432000.0,140910000.0,640000.0
74,463,136379240.0,7224567.831669933,15444000.0,140910000.0,640000.0
75,460,135115152.0,15167778.505532576,7722000.0,140910000.0,640000.0
76,447,135665566.0,13227770.585311947,11556000.0,140910000.0,640000.0
77,448,135345478.0,14731562.22922457,9930000.0,140910000.0,640000.0
78,438,135287806.0,15126999.389448127,9948000.0,140910000.0,640000.0
79,448,136398386.0,9833963.270472592,13264000.0,140910000.0,640000.0
80,458,135517042.0,14444010.015512867,13228000.0,140910000.0,640000.0
81,443,135312112.0,15014203.103976447,3352000.0,140910000.0,640000.0
82,448,135332616.0,15568130.329507908,11619000.0,140910000.0,640000.0
83,453,136161950.0,11768478.138123892,9948000.0,140910000.0,640000.0
84,455,134935068.0,17300953.287821338,3852000.0,140910000.0,640000.0
85,452,137098234.0,6509040.785495509,16640000.0,140910000.0,640000.0
86,454,135410242.0,15166462.686316675,9948000.0,140910000.0,640000.0
87,461,136042900.0,12673887.146491403,15444000.0,140910000.0,640000.0
88,447,136043158.0,12714323.835306225,13264000.0,140910000.0,640000.0
89,457,136073022.0,11619203.595837194,9948000.0,140910000.0,640000.0
90,463,135954620.0,11993576.725380965,7800000.0,140910000.0,640000.0
91,429,135816586.0,13840482.087362563,7722000.0,140910000.0,640000.0
92,465,136207362.0,11000191.479558708,16535000.0,140910000.0,640000.0
93,467,135232790.0,16090087.531704107,6632000.0,140910000.0,640000.0
94,461,135798306.0,13560124.304753404,3873000.0,140910000.0,640000.0
95,439,137216816.0,6872304.677627732,15492000.0,140910000.0,640000.0
96,465,136320484.0,12466069.968909368,15444000.0,140910000.0,640000.0
97,452,136755022.0,11339339.326853042,11583000.0,140910000.0,640000.0
98,459,136765828.0,10584475.59676038,7710000.0,140910000.0,640000.0
99,445,135977894.0,13837604.619397245,3882000.0,140910000.0,640000.0
100,463,136861200.0,10343828.667567924,6632000.0,140910000.0,640000.0
